primary_key,median_house_value_capped,median_house_age_grouped,total_households,bedrooms_per_household,less_than_1h_ocean,inland,island,near_bay,near_ocean,event_time
Oakland Ave - Harrison St,183600.0,30,3570.0,1.0871148459383753,0,0,0,1,0,2025-05-24T22:50:07Z
Oakmont,309900.0,40,455.0,0.9934065934065934,1,0,0,0,0,2025-05-24T22:50:07Z
Oakmont Village Association,229033.33333333334,13,1499.0,1.0653769179452968,1,0,0,0,0,2025-05-24T22:50:07Z
Oakmore,296400.0,50,224.0,0.9464285714285714,0,0,0,1,0,2025-05-24T22:50:07Z
Oakridge,55400.0,20,1968.0,1.0777439024390243,0,1,0,0,0,2025-05-24T22:50:07Z
Ocean Hills,215700.0,0,627.0,1.2328548644338118,0,0,0,0,1,2025-05-24T22:50:07Z
Ocean Park,455000.25,32,2467.0,1.0879610863396838,1,0,0,0,0,2025-05-24T22:50:07Z
Ocean Terrace Professional Center,87700.0,10,399.0,1.0776942355889725,0,0,0,0,1,2025-05-24T22:50:07Z
Ocean View Hills,98100.0,10,313.0,1.0702875399361023,0,0,0,0,1,2025-05-24T22:50:07Z
Oceana,94400.0,12,2054.0,1.057935735150925,0,0,0,0,1,2025-05-24T22:50:07Z
Oceanview,229800.0,41,2209.0,1.0398370303304663,0,0,0,0,1,2025-05-24T22:50:07Z
Ohlone,258100.0,10,329.0,0.9969604863221885,1,0,0,0,0,2025-05-24T22:50:07Z
Old Lakewood City,242460.0,40,1782.0,1.026936026936027,1,0,0,0,0,2025-05-24T22:50:07Z
Old Las Palmas,500000.0,20,346.0,1.6242774566473988,0,1,0,0,0,2025-05-24T22:50:07Z
Old Mountain View,327985.71428571426,26,2723.0,1.0146510234455033,0,0,0,1,0,2025-05-24T22:50:07Z
Old North Davis,165550.0,30,2303.0,1.041684759009987,0,1,0,0,0,2025-05-24T22:50:07Z
Old Palo Alto,484825.875,45,2563.0,1.0089738587592665,0,0,0,1,0,2025-05-24T22:50:07Z
Old Poway,203450.0,10,1879.0,1.0377860564129857,1,0,0,0,0,2025-05-24T22:50:07Z
Old Sacramento,93800.0,30,147.0,1.129251700680272,0,1,0,0,0,2025-05-24T22:50:07Z
Old San Leandro,188866.66666666666,30,1607.0,1.0392034847542004,0,0,0,1,0,2025-05-24T22:50:07Z
Old Topanga,448100.0,30,653.0,1.0566615620214395,1,0,0,0,0,2025-05-24T22:50:07Z
Old Town,265400.1666666667,40,1375.0,1.1876363636363636,0,0,0,0,1,2025-05-24T22:50:07Z
Old Town Torrance,299077.77777777775,32,4851.0,1.080395794681509,1,0,0,0,0,2025-05-24T22:50:07Z
Old Towne,475433.8333333333,32,2212.0,1.0346457340128226,0,0,0,0,1,2025-05-24T22:50:07Z
Olde Stockdale,176300.0,20,135.0,0.9555555555555556,0,1,0,0,0,2025-05-24T22:50:07Z
Oleander/Sunset,67300.0,34,2998.0,1.0643762508338892,0,1,0,0,0,2025-05-24T22:50:07Z
Olive Drive area,119800.0,10,1322.0,1.0892586989409985,0,1,0,0,0,2025-05-24T22:50:07Z
Olympus Pointe,229600.0,0,1294.0,1.0571870170015456,0,1,0,0,0,2025-05-24T22:50:07Z
Ontario Ranch,287875.0,15,1388.0,1.3746397694524495,0,1,0,0,0,2025-05-24T22:50:07Z
Opal Cliffs,246000.0,23,2409.0,1.054379410543794,0,0,0,0,1,2025-05-24T22:50:07Z
Orange County Great Park,162500.0,20,1056.0,1.0265151515151516,1,0,0,0,0,2025-05-24T22:50:07Z
Orange Park,239800.0,30,887.0,1.007891770011274,0,0,0,0,1,2025-05-24T22:50:07Z
Orangecrest,187800.0,0,1453.0,1.2677219545767378,0,1,0,0,0,2025-05-24T22:50:07Z
Orchard Hills,87500.0,10,60.0,1.1333333333333333,1,0,0,0,0,2025-05-24T22:50:07Z
Orchard Park,198700.0,10,973.0,1.0359712230215827,0,0,0,0,1,2025-05-24T22:50:07Z
Orinda Downs,500000.0,30,843.0,1.0391459074733096,0,0,0,1,0,2025-05-24T22:50:07Z
Ormond Beach,280000.0,10,71.0,0.9859154929577465,0,0,0,0,1,2025-05-24T22:50:07Z
Oster,230700.0,30,237.0,1.0928270042194093,1,0,0,0,0,2025-05-24T22:50:07Z
Otay Mesa West,130818.75,14,7050.0,1.0157446808510637,0,0,0,0,1,2025-05-24T22:50:07Z
Otay Ranch,238700.0,0,1738.0,0.8388952819332566,0,0,0,0,0,2025-05-24T22:50:07Z
Outer Mission,264140.9090909091,45,9181.0,1.064176015684566,0,0,0,1,0,2025-05-24T22:50:07Z
Outer Sunset,309390.0,44,16668.0,1.0382798644401132,0,0,0,0,1,2025-05-24T22:50:07Z
Overlook,286775.0,25,1466.0,1.0313778990450204,0,0,0,1,0,2025-05-24T22:50:07Z
Pacheco,109350.0,15,2034.0,1.0830875122910522,0,1,0,0,0,2025-05-24T22:50:07Z
Pacific,98476.19047619047,29,18969.0,1.018925615477885,0,1,0,0,0,2025-05-24T22:50:07Z
Pacific - Edison,233150.0,22,2337.0,1.0457851946940522,1,0,0,0,0,2025-05-24T22:50:07Z
Pacific Beach,275655.0,23,17939.0,1.100897485924522,0,0,0,0,1,2025-05-24T22:50:07Z
Pacific Heights,493621.84210526315,47,12247.0,1.0706295419286356,0,0,0,1,0,2025-05-24T22:50:07Z
Pacific Palisades,500000.0,32,9513.0,1.05066750762115,1,0,0,0,0,2025-05-24T22:50:07Z
Pacoima,147427.27272727274,27,10746.0,1.0281034803647868,1,0,0,0,0,2025-05-24T22:50:07Z
Palm City,139100.0,16,1712.0,1.0192757009345794,0,0,0,0,1,2025-05-24T22:50:07Z
Palm Park,276600.0,30,1265.0,0.9952569169960475,0,0,0,0,1,2025-05-24T22:50:07Z
Palms,342289.35714285716,25,18417.0,1.0852473258402562,1,0,0,0,0,2025-05-24T22:50:07Z
Palo Verde,434650.0,30,2291.0,1.013094718463553,0,0,0,1,0,2025-05-24T22:50:07Z
Palomar Park,500000.0,20,524.0,0.9675572519083969,0,0,0,0,1,2025-05-24T22:50:07Z
Panama Park,327675.0,15,1937.0,1.0516262261228704,1,0,0,0,0,2025-05-24T22:50:07Z
Panorama,103100.0,0,865.0,1.0277456647398844,0,1,0,0,0,2025-05-24T22:50:07Z
Panorama City,182880.0,24,13532.0,1.0812148980195093,1,0,0,0,0,2025-05-24T22:50:07Z
Paradise Hills,131871.42857142858,24,3662.0,1.0314036045876571,0,0,0,0,1,2025-05-24T22:50:07Z
Paradise Valley,226300.0,40,397.0,1.0806045340050379,0,0,0,0,1,2025-05-24T22:50:07Z
Park,65171.42857142857,32,7657.0,1.0504113882721693,0,1,0,0,0,2025-05-24T22:50:07Z
Park Estates,467250.5,35,860.0,1.0593023255813954,0,0,0,0,1,2025-05-24T22:50:07Z
Park Pacifica,325800.0,20,2082.0,1.0172910662824208,0,0,0,0,1,2025-05-24T22:50:07Z
Park Plaza,100900.0,25,883.0,1.013590033975085,0,0,0,1,0,2025-05-24T22:50:07Z
Park Santiago,240300.0,30,651.0,1.0061443932411673,1,0,0,0,0,2025-05-24T22:50:07Z
Park Stockdale,110700.0,10,831.0,1.075812274368231,0,1,0,0,0,2025-05-24T22:50:07Z
Park West,353950.0,40,534.0,0.9644194756554307,1,0,0,0,0,2025-05-24T22:50:07Z
Parkland Estates,133000.0,30,456.0,1.1030701754385965,0,1,0,0,0,2025-05-24T22:50:07Z
Parkside,302475.0,44,6650.0,1.0523308270676692,0,0,0,0,1,2025-05-24T22:50:07Z
Parkview,189866.66666666666,17,2521.0,1.053550178500595,1,0,0,0,0,2025-05-24T22:50:07Z
Parkway,90500.0,10,860.0,1.0813953488372092,0,1,0,0,0,2025-05-24T22:50:07Z
Parkway Estates,104650.0,25,1247.0,1.0641539695268645,0,1,0,0,0,2025-05-24T22:50:07Z
Patten,134966.66666666666,38,3090.0,1.0724919093851133,0,0,0,1,0,2025-05-24T22:50:07Z
Peacock,155000.0,3,1650.0,0.9963636363636363,1,0,0,0,0,2025-05-24T22:50:07Z
Pebble Beach,446883.5,23,2209.0,1.2399275690357627,0,0,0,0,1,2025-05-24T22:50:07Z
Pecan Hills,139000.0,10,1169.0,1.0932420872540634,0,1,0,0,0,2025-05-24T22:50:07Z
Pedley,144566.66666666666,10,2621.0,1.0873712323540634,0,1,0,0,0,2025-05-24T22:50:07Z
Pelanconi,257400.0,40,282.0,1.0283687943262412,1,0,0,0,0,2025-05-24T22:50:07Z
Perris Hills,85800.0,35,857.0,1.0980163360560093,0,1,0,0,0,2025-05-24T22:50:07Z
Peterson,124700.0,10,1271.0,1.0479937057435091,0,1,0,0,0,2025-05-24T22:50:07Z
Pico,335345.45454545453,27,4855.0,1.152408742419041,1,0,0,0,0,2025-05-24T22:50:07Z
Pico - Robertson,403883.5833333333,38,6011.0,1.1415044640381522,1,0,0,0,0,2025-05-24T22:50:07Z
Pico-Lowell,152720.0,18,2063.0,1.0252060106640815,1,0,0,0,0,2025-05-24T22:50:07Z
Piedmont,199375.0,20,1462.0,1.0964432284541723,0,0,0,0,0,2025-05-24T22:50:07Z
Piedmont Avenue,230280.0,40,3930.0,1.0506361323155216,0,0,0,1,0,2025-05-24T22:50:07Z
Piedmont Hills,243200.0,20,310.0,1.0290322580645161,1,0,0,0,0,2025-05-24T22:50:07Z
Piedmont Pines,359900.0,26,1398.0,1.0257510729613735,0,0,0,1,0,2025-05-24T22:50:07Z
Pinacate,104200.0,0,1290.0,1.0689922480620155,0,1,0,0,0,2025-05-24T22:50:07Z
Pinehurst,284766.6666666667,13,1219.0,1.014766201804758,1,0,0,0,0,2025-05-24T22:50:07Z
Pippo,154600.0,10,961.0,1.0582726326742975,0,1,0,0,0,2025-05-24T22:50:07Z
Pismo Heights,275000.0,0,1197.0,1.2046783625730995,1,0,0,0,0,2025-05-24T22:50:07Z
Playa del Rey,428400.5,22,6313.0,1.1618881672738792,1,0,0,0,0,2025-05-24T22:50:07Z
Plaza,235245.45454545456,30,3481.0,1.012927319735708,1,0,0,0,0,2025-05-24T22:50:07Z
Plaza Del Rey,183533.33333333334,17,2171.0,0.9990787655458314,1,0,0,0,0,2025-05-24T22:50:07Z
Pleasant Grove,169300.0,0,3112.0,1.143637532133676,0,1,0,0,0,2025-05-24T22:50:07Z
Pleasant Valley Estates,205400.0,10,984.0,1.0365853658536586,0,0,0,0,1,2025-05-24T22:50:07Z
Pleasant Valley Villlage,179866.66666666666,20,908.0,0.973568281938326,0,0,0,0,1,2025-05-24T22:50:07Z
Point Loma,286113.4,33,14536.0,1.0590946615299945,0,0,0,0,1,2025-05-24T22:50:07Z
Point Loma Heights,218175.0,25,5256.0,1.0468109706123405,0,0,0,0,1,2025-05-24T22:50:07Z
Point Richmond,269800.0,10,676.0,1.051775147928994,0,0,0,1,0,2025-05-24T22:50:07Z
Polk Gulch,261428.7142857143,41,6526.0,1.0928593319031565,0,0,0,1,0,2025-05-24T22:50:07Z
Polo Grounds,91600.0,15,357.0,1.0588235294117647,0,1,0,0,0,2025-05-24T22:50:07Z
Poly High,127771.42857142857,27,3032.0,1.057717678100264,0,0,0,0,1,2025-05-24T22:50:07Z
Ponderosa Park,329257.14285714284,14,4349.0,1.1396977361566922,1,0,0,0,0,2025-05-24T22:50:07Z
Port of Long Beach,293750.5,25,442.0,1.0565610859728507,0,0,0,0,1,2025-05-24T22:50:07Z
Porter Ranch,341200.0,0,1089.0,1.056932966023875,1,0,0,0,0,2025-05-24T22:50:07Z
Portola,254883.33333333334,37,2485.0,1.0567404426559357,0,0,0,1,0,2025-05-24T22:50:07Z
Portola Valley Ranch,500000.0,30,223.0,0.9730941704035875,0,0,0,0,1,2025-05-24T22:50:07Z
Potrero Hill,259657.14285714287,44,3410.0,1.1008797653958944,0,0,0,1,0,2025-05-24T22:50:07Z
Prescott,76057.14285714286,39,973.0,1.1952723535457348,0,0,0,1,0,2025-05-24T22:50:07Z
Presidio Heights,485000.8,48,1917.0,1.0537297861241524,0,0,0,1,0,2025-05-24T22:50:07Z
Presidio of San Francisco,494110.8,49,4730.0,1.056659619450317,0,0,0,1,0,2025-05-24T22:50:07Z
Produce and Waterfront,143766.66666666666,43,277.0,1.0613718411552346,0,0,0,1,0,2025-05-24T22:50:07Z
Pruneyard / Dry Creek,288200.0,30,442.0,0.9886877828054299,1,0,0,0,0,2025-05-24T22:50:07Z
Pullman,98466.66666666667,33,1471.0,1.1006118286879674,0,0,0,1,0,2025-05-24T22:50:07Z
Quail Hollow,134600.0,0,953.0,1.1154249737670514,0,1,0,0,0,2025-05-24T22:50:07Z
Quailwood,123400.0,10,1092.0,1.021978021978022,0,1,0,0,0,2025-05-24T22:50:07Z
Quito Village,394000.3333333333,30,1313.0,1.0258948971820259,1,0,0,0,0,2025-05-24T22:50:07Z
Raley Industrial Park,49800.0,20,445.0,1.1123595505617978,0,1,0,0,0,2025-05-24T22:50:07Z
Ramona,136909.0909090909,20,13297.0,1.0518161991426638,0,1,0,0,0,2025-05-24T22:50:07Z
Ranch Avenue Village,130500.0,20,346.0,1.0491329479768785,0,1,0,0,0,2025-05-24T22:50:07Z
Rancho Bernardo,228111.53846153847,8,15969.0,1.0998183981464087,1,0,0,0,0,2025-05-24T22:50:07Z
Rancho Del Palmas,131766.66666666666,23,1607.0,1.0429371499688862,0,1,0,0,0,2025-05-24T22:50:07Z
Rancho Diablo,225000.0,50,29.0,1.5172413793103448,0,1,0,0,0,2025-05-24T22:50:07Z
Rancho Dominguez,203500.0,10,1493.0,0.9973208305425318,1,0,0,0,0,2025-05-24T22:50:07Z
Rancho Fontana,141000.0,0,1555.0,1.1363344051446946,0,1,0,0,0,2025-05-24T22:50:07Z
Rancho Park,469934.0,47,897.0,0.9988851727982163,1,0,0,0,0,2025-05-24T22:50:07Z
Rancho Peñasquitos,221020.0,7,8350.0,1.0572455089820358,1,0,0,0,0,2025-05-24T22:50:07Z
Rancho Rinconada,286466.6666666667,27,2131.0,1.048334115438761,1,0,0,0,0,2025-05-24T22:50:07Z
Rancho San Clemente,350050.0,5,1529.0,1.1432308698495748,0,0,0,0,1,2025-05-24T22:50:07Z
Rancho San Joaquin,283925.0,8,1571.0,1.0579248886059835,1,0,0,0,0,2025-05-24T22:50:07Z
Rancho West,111500.0,10,1150.0,1.0643478260869565,0,1,0,0,0,2025-05-24T22:50:07Z
Rancho del Rey,281700.0,0,42.0,0.9761904761904762,0,0,0,0,1,2025-05-24T22:50:07Z
Rancho\Del Rey II,290500.0,10,145.0,0.9793103448275862,0,0,0,0,1,2025-05-24T22:50:07Z
Rancho\Del Rey III,221600.0,0,1005.0,0.9711442786069652,0,0,0,0,1,2025-05-24T22:50:07Z
Ray Park,431666.6666666667,37,1375.0,1.0603636363636364,0,0,0,0,1,2025-05-24T22:50:07Z
Redwood Heights,211337.5,41,2611.0,1.0486403676752203,0,0,0,1,0,2025-05-24T22:50:07Z
Redwood Oaks,254100.0,23,3401.0,1.078506321670097,0,0,0,0,1,2025-05-24T22:50:07Z
Redwood Shores,330200.0,13,1687.0,1.1286307053941909,0,0,0,1,0,2025-05-24T22:50:07Z
Redwood Village,225000.0,20,861.0,1.099883855981417,0,0,0,1,0,2025-05-24T22:50:07Z
Reseda,210513.9534883721,26,25104.0,1.026722007181831,1,0,0,0,0,2025-05-24T22:50:07Z
Rexland Acres,54750.0,30,678.0,1.0457227138643068,0,1,0,0,0,2025-05-24T22:50:07Z
Rheem Valley Manor,454100.0,10,657.0,1.0441400304414004,0,0,0,1,0,2025-05-24T22:50:07Z
Rialto Airport,130850.0,0,2075.0,1.0573493975903614,0,1,0,0,0,2025-05-24T22:50:07Z
Richmond Annex,185525.0,35,2331.0,1.024882024882025,0,0,0,1,0,2025-05-24T22:50:07Z
Richmond District,352520.06666666665,44,8697.0,1.0568011958146488,0,0,0,1,0,2025-05-24T22:50:07Z
Ridgecrest,189250.0,10,730.0,1.0767123287671232,0,1,0,0,0,2025-05-24T22:50:07Z
Ridgecrest Heights,70200.0,10,487.0,0.9917864476386037,0,1,0,0,0,2025-05-24T22:50:07Z
Ridgeview,120100.0,10,1163.0,1.125537403267412,0,1,0,0,0,2025-05-24T22:50:07Z
Riebli-Wallace Neighborhood Group,330900.0,10,769.0,1.0793237971391418,1,0,0,0,0,2025-05-24T22:50:07Z
Rio Lindo,197100.0,20,790.0,1.0329113924050632,0,0,0,0,1,2025-05-24T22:50:07Z
River Oaks,156700.0,10,233.0,1.1158798283261802,0,1,0,0,0,2025-05-24T22:50:07Z
Rivergreen Ranch,91900.0,10,510.0,1.035294117647059,0,1,0,0,0,2025-05-24T22:50:07Z
Riverpark,150900.0,10,470.0,1.0702127659574467,0,0,0,0,1,2025-05-24T22:50:07Z
Riverside Airport,111920.0,26,2028.0,1.0562130177514792,0,1,0,0,0,2025-05-24T22:50:07Z
Riverside Bluffs,249400.0,10,667.0,1.0329835082458771,0,1,0,0,0,2025-05-24T22:50:07Z
Riverside Rancho,250200.0,35,1257.0,1.0612569610182976,1,0,0,0,0,2025-05-24T22:50:07Z
Riverview,133625.0,28,2032.0,1.0300196850393701,0,0,0,0,0,2025-05-24T22:50:07Z
Riverview West,154485.7142857143,17,3661.0,1.034416826003824,1,0,0,0,0,2025-05-24T22:50:07Z
Riviera,471492.6923076923,32,4298.0,1.0276872964169381,0,0,0,0,1,2025-05-24T22:50:07Z
Riviera/Westchester,102071.42857142857,39,2749.0,1.0716624226991633,0,1,0,0,0,2025-05-24T22:50:07Z
Rockridge,292483.3333333333,50,2546.0,1.025530243519246,0,0,0,1,0,2025-05-24T22:50:07Z
Rohnerville,80566.66666666667,23,1153.0,1.0329575021682567,1,0,0,0,0,2025-05-24T22:50:07Z
Rolando Park,134800.0,30,2716.0,1.0782049933375413,0,0,0,0,1,2025-05-24T22:50:07Z
Rolando Village,154950.0,28,1792.0,1.0758928571428572,0,0,0,0,1,2025-05-24T22:50:07Z
Rollingwood,218550.0,10,1231.0,1.0040617384240456,0,1,0,0,0,2025-05-24T22:50:07Z
Rollingwood Bluffs,147000.0,10,277.0,1.0252707581227436,0,1,0,0,0,2025-05-24T22:50:07Z
Romoland,162350.0,5,1194.0,1.1331658291457287,0,1,0,0,0,2025-05-24T22:50:07Z
Roosevelt,90536.98630136986,27,34439.0,1.0408333360219302,0,1,0,0,0,2025-05-24T22:50:07Z
Rose - Sartorette,261166.66666666666,27,2149.0,1.0307119590507212,1,0,0,0,0,2025-05-24T22:50:07Z
Rose Garden,356600.0,40,657.0,0.9878234398782344,1,0,0,0,0,2025-05-24T22:50:07Z
Rose Park,137150.0,20,1127.0,1.0062111801242235,0,0,0,0,0,2025-05-24T22:50:07Z
Rosedale,153150.0,5,1472.0,1.0638586956521738,0,1,0,0,0,2025-05-24T22:50:07Z
Rosemont Park,136300.0,10,856.0,1.0058411214953271,0,1,0,0,0,2025-05-24T22:50:07Z
Rosemont Square,116300.0,10,3234.0,1.0383426097711812,0,1,0,0,0,2025-05-24T22:50:07Z
Rossmoor,166480.0,16,6325.0,1.0845059288537549,0,0,0,1,0,2025-05-24T22:50:07Z
Royal Oaks,226875.0,12,1213.0,1.0939818631492169,1,0,0,0,0,2025-05-24T22:50:07Z
Rubidoux,106481.81818181818,21,7136.0,1.0585762331838564,0,1,0,0,0,2025-05-24T22:50:07Z
Rudgear Estates,287300.0,10,421.0,1.0403800475059382,0,0,0,1,0,2025-05-24T22:50:07Z
Ruskin,264900.0,13,1338.0,1.0411061285500747,1,0,0,0,0,2025-05-24T22:50:07Z
Russian Hill,427373.57692307694,49,17927.0,1.0757516595080048,0,0,0,1,0,2025-05-24T22:50:07Z
Rustic Lane,225600.0,30,453.0,1.0463576158940397,1,0,0,0,0,2025-05-24T22:50:07Z
Ruth Hardy Park,159000.0,20,1340.0,1.3723880597014926,0,1,0,0,0,2025-05-24T22:50:07Z
SBHS,75500.0,45,827.0,1.1511487303506651,0,1,0,0,0,2025-05-24T22:50:07Z
SUN,195500.0,35,2236.0,1.0635062611806798,1,0,0,0,0,2025-05-24T22:50:07Z
Saddleback View,171400.0,20,609.0,1.0377668308702792,1,0,0,0,0,2025-05-24T22:50:07Z
Sagepointe,100700.0,10,1797.0,1.0578742348358374,0,1,0,0,0,2025-05-24T22:50:07Z
Saint Elizabeth,118760.0,46,2415.0,1.113871635610766,0,0,0,1,0,2025-05-24T22:50:07Z
Samarkand,300700.0,25,969.0,1.0918472652218782,0,0,0,0,1,2025-05-24T22:50:07Z
San Andreas,101550.0,20,1734.0,1.0928489042675893,0,1,0,0,0,2025-05-24T22:50:07Z
San Antonio,110860.0,36,1646.0,1.1385176184690158,0,0,0,1,0,2025-05-24T22:50:07Z
San Bernardino International Airport,78000.0,0,896.0,1.1629464285714286,0,1,0,0,0,2025-05-24T22:50:07Z
San Carlos,199115.38461538462,15,10701.0,1.0306513409961686,1,0,0,0,0,2025-05-24T22:50:07Z
San Diego Country Estates,221000.0,0,1697.0,1.1467295226870948,1,0,0,0,0,2025-05-24T22:50:07Z
San Felipe,131300.0,50,26.0,1.2307692307692308,1,0,0,0,0,2025-05-24T22:50:07Z
San Gorgonio,85033.33333333333,17,1058.0,1.2466918714555766,0,1,0,0,0,2025-05-24T22:50:07Z
San Joaquin Marsh,231000.0,0,573.0,1.0488656195462478,1,0,0,0,0,2025-05-24T22:50:07Z
San Juan Heights,147300.0,20,452.0,1.0265486725663717,0,1,0,0,0,2025-05-24T22:50:07Z
San Lauren,126400.0,10,317.0,1.0063091482649842,0,1,0,0,0,2025-05-24T22:50:07Z
San Luis Rey,139283.33333333334,12,3939.0,1.0258948971820259,0,0,0,0,1,2025-05-24T22:50:07Z
San Mateo Park,455634.0,42,2716.0,1.0898379970544918,0,0,0,0,1,2025-05-24T22:50:07Z
San Miguel,244800.0,23,3628.0,1.0079933847850056,1,0,0,0,0,2025-05-24T22:50:07Z
San Pasqual Valley,248300.0,20,419.0,1.0644391408114557,1,0,0,0,0,2025-05-24T22:50:07Z
San Pedro,292007.862745098,30,26995.0,1.0613621258838783,0,0,0,0,1,2025-05-24T22:50:07Z
San Roque,383100.0,20,409.0,0.9486552567237164,1,0,0,0,0,2025-05-24T22:50:07Z
San Tomas,279750.0,23,4113.0,1.0311208363724775,1,0,0,0,0,2025-05-24T22:50:07Z
San Ysidro,124550.0,10,3275.0,1.029618320610687,0,0,0,0,1,2025-05-24T22:50:07Z
Sandpointe,256200.0,15,1246.0,1.0120385232744784,1,0,0,0,0,2025-05-24T22:50:07Z
Santa Anita,159950.0,12,4702.0,1.061037856231391,1,0,0,0,0,2025-05-24T22:50:07Z
Santa Barbara Downtown,320133.3333333333,43,854.0,1.059718969555035,1,0,0,0,0,2025-05-24T22:50:07Z
Santa Clara,170060.0,30,1149.0,0.9895561357702349,0,0,0,1,0,2025-05-24T22:50:07Z
Santa Fe,98233.33333333333,30,1033.0,1.0571151984511133,0,0,0,1,0,2025-05-24T22:50:07Z
Santa Fe Hills,159900.0,10,1006.0,1.1988071570576542,1,0,0,0,0,2025-05-24T22:50:07Z
Santee,162933.33333333334,10,1526.0,1.04259501965924,1,0,0,0,0,2025-05-24T22:50:07Z
Saranap,270700.0,28,1622.0,1.0567200986436498,0,0,0,1,0,2025-05-24T22:50:07Z
Sawtelle,228150.0,20,1623.0,1.0388170055452866,1,0,0,0,0,2025-05-24T22:50:07Z
Scenic Heights,88600.0,10,420.0,0.9880952380952381,0,1,0,0,0,2025-05-24T22:50:07Z
Scotland,82175.0,28,1383.0,1.0159074475777297,0,1,0,0,0,2025-05-24T22:50:07Z
Scripps Ranch,293940.0,6,3394.0,1.0218031820860343,1,0,0,0,0,2025-05-24T22:50:07Z
Sea Cliff,438660.6,46,1665.0,1.052852852852853,0,0,0,1,0,2025-05-24T22:50:07Z
Seabright,244566.66666666666,40,1110.0,0.9936936936936936,0,0,0,0,1,2025-05-24T22:50:07Z
Seaport,59615.38461538462,32,7280.0,1.068956043956044,0,1,0,0,0,2025-05-24T22:50:07Z
Seaside,357237.5,28,3590.0,1.0356545961002785,1,0,0,0,0,2025-05-24T22:50:07Z
Seccombe Lane,68733.33333333333,33,1622.0,1.1411837237977804,0,1,0,0,0,2025-05-24T22:50:07Z
Sedco Hills,162200.0,0,2426.0,1.1236603462489696,1,0,0,0,0,2025-05-24T22:50:07Z
Sequoyah,226725.0,29,2320.0,1.0189655172413794,0,0,0,1,0,2025-05-24T22:50:07Z
Serra Highlands,272400.0,25,3043.0,1.0417351298061124,0,0,0,0,1,2025-05-24T22:50:07Z
Serra Mesa,171586.66666666666,26,5587.0,1.0232683014139967,0,0,0,0,1,2025-05-24T22:50:07Z
Serramonte,279466.6666666667,17,3397.0,1.0164851339417134,0,0,0,0,1,2025-05-24T22:50:07Z
Seven Oaks,103400.0,0,1444.0,1.0311634349030472,0,1,0,0,0,2025-05-24T22:50:07Z
Shackelford,57050.0,30,642.0,0.9922118380062306,0,1,0,0,0,2025-05-24T22:50:07Z
Shady Hills Estates,169500.0,10,515.0,1.0601941747572816,0,1,0,0,0,2025-05-24T22:50:07Z
Shafter,176860.0,46,1575.0,1.0888888888888888,0,0,0,1,0,2025-05-24T22:50:07Z
Shandin Hills,94825.0,35,754.0,1.0742705570291777,0,1,0,0,0,2025-05-24T22:50:07Z
Sharon Heights,500000.0,22,1384.0,1.0635838150289016,0,0,0,0,1,2025-05-24T22:50:07Z
Sharp Park,258400.0,22,1104.0,1.0099637681159421,0,0,0,0,1,2025-05-24T22:50:07Z
Shasta-Hanchett Park,298800.0,50,1231.0,1.0373679935012186,1,0,0,0,0,2025-05-24T22:50:07Z
Shawnee,256450.0,15,1749.0,1.0234419668381933,1,0,0,0,0,2025-05-24T22:50:07Z
Sherman Oaks,378204.54347826086,27,25705.0,1.0730597160085587,1,0,0,0,0,2025-05-24T22:50:07Z
Sherwood Forest & Thistle Development,192650.0,22,1836.0,1.0332244008714597,1,0,0,0,0,2025-05-24T22:50:07Z
Sherwoods Manor,138420.0,6,5396.0,1.0400296515937733,0,1,0,0,0,2025-05-24T22:50:07Z
Shields-Reid,85400.0,33,615.0,1.0390243902439025,0,0,0,1,0,2025-05-24T22:50:07Z
Shirrells,82800.0,20,970.0,1.1371134020618556,0,1,0,0,0,2025-05-24T22:50:07Z
Shoreline West,280422.22222222225,26,4733.0,1.0247200507077963,0,0,0,1,0,2025-05-24T22:50:07Z
Shoreview,273860.0,33,3744.0,1.0336538461538463,0,0,0,0,1,2025-05-24T22:50:07Z
Show Place,78100.0,33,680.0,1.5681372549019608,0,1,0,0,0,2025-05-24T22:50:07Z
Sierra Gardens,145400.0,15,2001.0,1.0999500249875063,0,1,0,0,0,2025-05-24T22:50:07Z
Sierra Linda,219900.0,20,775.0,0.9496774193548387,0,0,0,0,1,2025-05-24T22:50:07Z
Sierra Oaks,275666.6666666667,20,1597.0,1.1120851596743895,0,1,0,0,0,2025-05-24T22:50:07Z
Sign Hill,286925.0,28,2006.0,1.0663010967098705,0,0,0,0,1,2025-05-24T22:50:07Z
Silver Creek,109800.0,0,495.0,1.0484848484848486,0,1,0,0,0,2025-05-24T22:50:07Z
Silver Lake,253507.14285714287,41,15652.0,1.0862509583439817,1,0,0,0,0,2025-05-24T22:50:07Z
Silver Strand,450000.0,30,526.0,1.1330798479087452,0,0,0,0,1,2025-05-24T22:50:07Z
Silver Terrace,224100.0,42,1883.0,0.9851301115241635,0,0,0,1,0,2025-05-24T22:50:07Z
Silverwood,434500.0,30,258.0,0.9341085271317829,0,0,0,1,0,2025-05-24T22:50:07Z
Skyline,114500.0,20,1553.0,1.0296200901481005,0,0,0,0,1,2025-05-24T22:50:07Z
Skyline-Hillcrest Estates,371000.0,20,1967.0,1.0411794611082867,0,0,0,1,0,2025-05-24T22:50:07Z
Sleepy Hollow,332300.0,20,1687.0,1.03556609365738,0,0,0,0,0,2025-05-24T22:50:07Z
